epoch,grad_norm,step,train_loss,train_softmax_entropy,train_target_entropy,train_unseen_states,train_vad_loss,train_vap_loss,val_loss,val_softmax_entropy,val_target_entropy,val_unseen_states,val_vap_loss
12,0.10555952787399292,2049,2.704188823699951,3.840146780014038,5.388668537139893,1.0,0.0,2.704188823699951,,,,,
12,,2053,,,,,,,2.7901968955993652,3.9757609367370605,5.56056022644043,2.6626086235046387,2.7901968955993652
13,0.13546206057071686,2099,2.7432827949523926,3.8811604976654053,5.479869842529297,3.0,0.0,2.7432827949523926,,,,,
13,0.12543995678424835,2149,2.751375913619995,3.937784433364868,5.558947563171387,0.0,0.0,2.751375913619995,,,,,
13,0.10286762565374374,2199,2.5763909816741943,3.8163681030273438,5.257041931152344,1.0,0.0,2.5763909816741943,,,,,
13,,2211,,,,,,,2.7873051166534424,3.9732396602630615,5.56056022644043,2.6626086235046387,2.7873051166534424
14,0.14361867308616638,2249,2.658034086227417,3.91202712059021,5.3683319091796875,6.0,0.0,2.658034086227417,,,,,
14,0.11312106251716614,2299,2.698364019393921,3.941118001937866,5.44029426574707,1.0,0.0,2.698364019393921,,,,,
14,0.12340927124023438,2349,2.779362440109253,3.858423948287964,5.538301467895508,3.0,0.0,2.779362440109253,,,,,
14,,2369,,,,,,,2.784804582595825,3.9708516597747803,5.56056022644043,2.6626086235046387,2.784804582595825
15,0.1287592649459839,2399,2.5827574729919434,3.873137950897217,5.3059539794921875,3.0,0.0,2.5827574729919434,,,,,
15,0.12075386196374893,2449,2.7216482162475586,3.942575454711914,5.598226070404053,3.0,0.0,2.7216482162475586,,,,,
15,0.10508210957050323,2499,2.685431718826294,3.9743540287017822,5.396203994750977,7.0,0.0,2.685431718826294,,,,,
15,,2527,,,,,,,2.7826225757598877,3.968437433242798,5.56056022644043,2.6626086235046387,2.7826225757598877
16,0.09678535908460617,2549,2.6032752990722656,3.744147300720215,5.364482879638672,5.0,0.0,2.6032752990722656,,,,,
16,0.10574750602245331,2599,2.8578341007232666,4.033646583557129,5.679414749145508,0.0,0.0,2.8578341007232666,,,,,
16,0.10484706610441208,2649,2.6477057933807373,3.918250322341919,5.375414848327637,2.0,0.0,2.6477057933807373,,,,,
16,,2685,,,,,,,2.780697822570801,3.966130256652832,5.56056022644043,2.6626086235046387,2.780697822570801
17,0.1461130529642105,2699,2.7721569538116455,3.8841123580932617,5.551873207092285,3.0,0.0,2.7721569538116455,,,,,
17,0.10968171060085297,2749,2.7229764461517334,3.9625210762023926,5.478091239929199,1.0,0.0,2.7229764461517334,,,,,
17,0.13069786131381989,2799,2.713341474533081,4.040786266326904,5.451632499694824,2.0,0.0,2.713341474533081,,,,,
17,,2843,,,,,,,2.7789864540100098,3.9640443325042725,5.56056022644043,2.6626086235046387,2.7789864540100098
18,0.0960766077041626,2849,2.8073136806488037,3.967327117919922,5.603668689727783,3.0,0.0,2.8073136806488037,,,,,
18,0.11870845407247543,2899,2.8293297290802,3.9608681201934814,5.676693916320801,1.0,0.0,2.8293297290802,,,,,
18,0.12989307940006256,2949,2.7664215564727783,4.011837482452393,5.532863616943359,4.0,0.0,2.7664215564727783,,,,,
18,0.21956448256969452,2999,2.382619619369507,3.7013096809387207,4.998757362365723,10.0,0.0,2.382619619369507,,,,,
18,,3001,,,,,,,2.777451992034912,3.962003231048584,5.56056022644043,2.6626086235046387,2.777451992034912
19,0.1395055204629898,3049,2.7334206104278564,3.9607484340667725,5.45900821685791,8.0,0.0,2.7334206104278564,,,,,
19,0.1750185191631317,3099,2.842237949371338,4.041391849517822,5.6588640213012695,2.0,0.0,2.842237949371338,,,,,
19,0.122362419962883,3149,2.4753100872039795,3.6801934242248535,5.088143825531006,9.0,0.0,2.4753100872039795,,,,,
19,,3159,,,,,,,2.776069402694702,3.9600844383239746,5.56056022644043,2.6626086235046387,2.776069402694702
